from_act,from_num,to_act,to_num
civil-defence-act-1968,7,civil-defence-act-1968,6
civil-liability-nuclear-damage-act-2010,1,atomic-energy-act-1962,2
civil-liability-nuclear-damage-act-2010,1,civil-liability-nuclear-damage-act-2010,7
civil-liability-nuclear-damage-act-2010,13,civil-liability-nuclear-damage-act-2010,3
civil-liability-nuclear-damage-act-2010,15,civil-liability-nuclear-damage-act-2010,18
civil-liability-nuclear-damage-act-2010,16,civil-liability-nuclear-damage-act-2010,15
civil-liability-nuclear-damage-act-2010,17,civil-liability-nuclear-damage-act-2010,6
civil-liability-nuclear-damage-act-2010,18,civil-liability-nuclear-damage-act-2010,3
civil-liability-nuclear-damage-act-2010,2,civil-liability-nuclear-damage-act-2010,19
civil-liability-nuclear-damage-act-2010,2,civil-liability-nuclear-damage-act-2010,20
civil-liability-nuclear-damage-act-2010,2,civil-liability-nuclear-damage-act-2010,9
civil-liability-nuclear-damage-act-2010,31,civil-liability-nuclear-damage-act-2010,18
civil-liability-nuclear-damage-act-2010,32,civil-liability-nuclear-damage-act-2010,31
civil-liability-nuclear-damage-act-2010,32,civil-liability-nuclear-damage-act-2010,33
civil-liability-nuclear-damage-act-2010,33,civil-liability-nuclear-damage-act-2010,19
civil-liability-nuclear-damage-act-2010,35,civil-liability-nuclear-damage-act-2010,46
civil-liability-nuclear-damage-act-2010,36,civil-liability-nuclear-damage-act-2010,16
civil-liability-nuclear-damage-act-2010,36,civil-liability-nuclear-damage-act-2010,32
civil-liability-nuclear-damage-act-2010,36,civil-liability-nuclear-damage-act-2010,6
civil-liability-nuclear-damage-act-2010,36,civil-liability-nuclear-damage-act-2010,8
civil-liability-nuclear-damage-act-2010,38,civil-liability-nuclear-damage-act-2010,19
civil-liability-nuclear-damage-act-2010,38,civil-liability-nuclear-damage-act-2010,9
civil-liability-nuclear-damage-act-2010,39,civil-liability-nuclear-damage-act-2010,36
civil-liability-nuclear-damage-act-2010,39,civil-liability-nuclear-damage-act-2010,43
civil-liability-nuclear-damage-act-2010,39,civil-liability-nuclear-damage-act-2010,8
civil-liability-nuclear-damage-act-2010,4,civil-liability-nuclear-damage-act-2010,6
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,11
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,12
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,15
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,22
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,29
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,30
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,31
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,32
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,37
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,38
civil-liability-nuclear-damage-act-2010,48,civil-liability-nuclear-damage-act-2010,8
civil-liability-nuclear-damage-act-2010,7,civil-liability-nuclear-damage-act-2010,5
civil-liability-nuclear-damage-act-2010,7,civil-liability-nuclear-damage-act-2010,6
civil-liability-nuclear-damage-act-2010,8,civil-liability-nuclear-damage-act-2010,6
clinical-establishments-registration-regulation-act-2010,10,clinical-establishments-registration-regulation-act-2010,14
clinical-establishments-registration-regulation-act-2010,14,clinical-establishments-registration-regulation-act-2010,10
clinical-establishments-registration-regulation-act-2010,17,clinical-establishments-registration-regulation-act-2010,23
clinical-establishments-registration-regulation-act-2010,2,clinical-establishments-registration-regulation-act-2010,10
clinical-establishments-registration-regulation-act-2010,2,clinical-establishments-registration-regulation-act-2010,11
clinical-establishments-registration-regulation-act-2010,2,clinical-establishments-registration-regulation-act-2010,12
clinical-establishments-registration-regulation-act-2010,2,clinical-establishments-registration-regulation-act-2010,3
clinical-establishments-registration-regulation-act-2010,2,clinical-establishments-registration-regulation-act-2010,30
clinical-establishments-registration-regulation-act-2010,2,clinical-establishments-registration-regulation-act-2010,37
clinical-establishments-registration-regulation-act-2010,2,clinical-establishments-registration-regulation-act-2010,38
clinical-establishments-registration-regulation-act-2010,2,clinical-establishments-registration-regulation-act-2010,39
clinical-establishments-registration-regulation-act-2010,3,indian-nursing-council-act-1947,3
clinical-establishments-registration-regulation-act-2010,3,north-eastern-council-act-1971,3
clinical-establishments-registration-regulation-act-2010,3,pharmacy-act-1948,3
clinical-establishments-registration-regulation-act-2010,3,states-reorganisation-act-1956,15
clinical-establishments-registration-regulation-act-2010,30,clinical-establishments-registration-regulation-act-2010,18
clinical-establishments-registration-regulation-act-2010,30,clinical-establishments-registration-regulation-act-2010,19
clinical-establishments-registration-regulation-act-2010,30,clinical-establishments-registration-regulation-act-2010,20
clinical-establishments-registration-regulation-act-2010,30,clinical-establishments-registration-regulation-act-2010,21
clinical-establishments-registration-regulation-act-2010,31,clinical-establishments-registration-regulation-act-2010,24
clinical-establishments-registration-regulation-act-2010,41,clinical-establishments-registration-regulation-act-2010,40
clinical-establishments-registration-regulation-act-2010,41,clinical-establishments-registration-regulation-act-2010,42
clinical-establishments-registration-regulation-act-2010,41,clinical-establishments-registration-regulation-act-2010,43
clinical-establishments-registration-regulation-act-2010,41,clinical-establishments-registration-regulation-act-2010,44
clinical-establishments-registration-regulation-act-2010,42,clinical-establishments-registration-regulation-act-2010,41
clinical-establishments-registration-regulation-act-2010,50,ipc,21
clinical-establishments-registration-regulation-act-2010,52,clinical-establishments-registration-regulation-act-2010,10
clinical-establishments-registration-regulation-act-2010,52,clinical-establishments-registration-regulation-act-2010,12
clinical-establishments-registration-regulation-act-2010,52,clinical-establishments-registration-regulation-act-2010,13
clinical-establishments-registration-regulation-act-2010,52,clinical-establishments-registration-regulation-act-2010,28
clinical-establishments-registration-regulation-act-2010,52,clinical-establishments-registration-regulation-act-2010,3
clinical-establishments-registration-regulation-act-2010,52,clinical-establishments-registration-regulation-act-2010,38
clinical-establishments-registration-regulation-act-2010,52,clinical-establishments-registration-regulation-act-2010,7
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,14
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,15
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,16
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,19
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,20
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,21
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,22
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,24
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,25
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,26
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,29
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,30
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,32
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,34
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,35
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,36
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,37
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,41
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,42
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,48
clinical-establishments-registration-regulation-act-2010,54,clinical-establishments-registration-regulation-act-2010,52
cmj-university-act-2009-act-no-4-2009,2,all-india-council-technical-education-act-1987,3
cmj-university-act-2009-act-no-4-2009,2,cmj-university-act-2009-act-no-4-2009,13
cmj-university-act-2009-act-no-4-2009,37,cmj-university-act-2009-act-no-4-2009,18
cmj-university-act-2009-act-no-4-2009,4,cmj-university-act-2009-act-no-4-2009,3
cmj-university-act-2009-act-no-4-2009,42,cmj-university-act-2009-act-no-4-2009,46
cmj-university-act-2009-act-no-4-2009,44,cmj-university-act-2009-act-no-4-2009,41
cmj-university-act-2009-act-no-4-2009,44,cmj-university-act-2009-act-no-4-2009,42
cmj-university-act-2009-act-no-4-2009,44,cmj-university-act-2009-act-no-4-2009,43
cmj-university-act-2009-act-no-4-2009,49,cmj-university-act-2009-act-no-4-2009,48
co-operative-societies-act-1912,21,co-operative-societies-act-1912,20
co-operative-societies-act-1912,27,co-operative-societies-act-1912,17
co-operative-societies-act-1912,31,co-operative-societies-act-1912,29
co-operative-societies-act-1912,31,co-operative-societies-act-1912,30
co-operative-societies-act-1912,32,indian-trusts-act-1882,20
co-operative-societies-act-1912,34,charitable-endowments-act-1890,2
co-operative-societies-act-1912,37,co-operative-societies-act-1912,35
co-operative-societies-act-1912,37,co-operative-societies-act-1912,36
co-operative-societies-act-1912,38,co-operative-societies-act-1912,37
co-operative-societies-act-1912,39,co-operative-societies-act-1912,35
co-operative-societies-act-1912,39,co-operative-societies-act-1912,36
co-operative-societies-act-1912,41,co-operative-societies-act-1912,39
co-operative-societies-act-1912,41,co-operative-societies-act-1912,40
co-operative-societies-act-1912,42,co-operative-societies-act-1912,39
co-operative-societies-act-1912,42,co-operative-societies-act-1912,40
co-operative-societies-act-1912,43,co-operative-societies-act-1912,39
co-operative-societies-act-1912,43,co-operative-societies-act-1912,42
co-operative-societies-act-1912,43,co-operative-societies-act-1912,5
co-operative-societies-act-1912,44,co-operative-societies-act-1912,37
co-operative-societies-act-1912,8,co-operative-societies-act-1912,6
coal-bearing-areas-acquisition-development-act-1957,10,coal-bearing-areas-acquisition-development-act-1957,9
coal-bearing-areas-acquisition-development-act-1957,11,coal-bearing-areas-acquisition-development-act-1957,10
coal-bearing-areas-acquisition-development-act-1957,13,coal-bearing-areas-acquisition-development-act-1957,4
coal-bearing-areas-acquisition-development-act-1957,13,coal-bearing-areas-acquisition-development-act-1957,5
coal-bearing-areas-acquisition-development-act-1957,13,coal-bearing-areas-acquisition-development-act-1957,9
coal-bearing-areas-acquisition-development-act-1957,18A,coal-bearing-areas-acquisition-development-act-1957,10
coal-bearing-areas-acquisition-development-act-1957,18A,coal-bearing-areas-acquisition-development-act-1957,11
coal-bearing-areas-acquisition-development-act-1957,2,coal-bearing-areas-acquisition-development-act-1957,11
coal-bearing-areas-acquisition-development-act-1957,2,coal-bearing-areas-acquisition-development-act-1957,14
coal-bearing-areas-acquisition-development-act-1957,2,coal-bearing-areas-acquisition-development-act-1957,3
coal-bearing-areas-acquisition-development-act-1957,20,coal-bearing-areas-acquisition-development-act-1957,14
coal-bearing-areas-acquisition-development-act-1957,23,coal-bearing-areas-acquisition-development-act-1957,4
coal-bearing-areas-acquisition-development-act-1957,27,coal-bearing-areas-acquisition-development-act-1957,14
coal-bearing-areas-acquisition-development-act-1957,28,coal-bearing-areas-acquisition-development-act-1957,4
coal-bearing-areas-acquisition-development-act-1957,28,coal-bearing-areas-acquisition-development-act-1957,7
coal-bearing-areas-acquisition-development-act-1957,28,coal-bearing-areas-acquisition-development-act-1957,8
coal-bearing-areas-acquisition-development-act-1957,28,coal-bearing-areas-acquisition-development-act-1957,9
coal-bearing-areas-acquisition-development-act-1957,5,coal-bearing-areas-acquisition-development-act-1957,4
coal-bearing-areas-acquisition-development-act-1957,6,coal-bearing-areas-acquisition-development-act-1957,4
coal-bearing-areas-acquisition-development-act-1957,7,coal-bearing-areas-acquisition-development-act-1957,4
coal-bearing-areas-acquisition-development-act-1957,8,coal-bearing-areas-acquisition-development-act-1957,7
coal-bearing-areas-acquisition-development-act-1957,9,coal-bearing-areas-acquisition-development-act-1957,7
coal-bearing-areas-acquisition-development-act-1957,9,coal-bearing-areas-acquisition-development-act-1957,8
coal-bearing-areas-acquisition-development-act-1957,9A,coal-bearing-areas-acquisition-development-act-1957,4
coal-bearing-areas-acquisition-development-act-1957,9A,coal-bearing-areas-acquisition-development-act-1957,7
coal-bearing-areas-acquisition-development-act-1957,9A,coal-bearing-areas-acquisition-development-act-1957,8
coal-bearing-areas-acquisition-development-act-1957,9A,coal-bearing-areas-acquisition-development-act-1957,9
coal-india-regulation-transfers-validation-act-2000,4,coal-india-regulation-transfers-validation-act-2000,3
coal-mines-labour-welfare-fund-repeal-act-1986,5,coal-mines-labour-welfare-fund-repeal-act-1986,4
coal-mines-provident-fund-miscellaneous-provisions-act-1948,10,coal-mines-provident-fund-miscellaneous-provisions-act-1948,10E
coal-mines-provident-fund-miscellaneous-provisions-act-1948,10,ipc,175
coal-mines-provident-fund-miscellaneous-provisions-act-1948,10,ipc,21
coal-mines-provident-fund-miscellaneous-provisions-act-1948,10A,coal-mines-provident-fund-miscellaneous-provisions-act-1948,10F
coal-mines-provident-fund-miscellaneous-provisions-act-1948,10A,coal-mines-provident-fund-miscellaneous-provisions-act-1948,3D
coal-mines-provident-fund-miscellaneous-provisions-act-1948,10D,coal-mines-provident-fund-miscellaneous-provisions-act-1948,10A
coal-mines-provident-fund-miscellaneous-provisions-act-1948,10E,coal-mines-provident-fund-miscellaneous-provisions-act-1948,10A
coal-mines-provident-fund-miscellaneous-provisions-act-1948,10F,coal-mines-provident-fund-miscellaneous-provisions-act-1948,3D
coal-mines-provident-fund-miscellaneous-provisions-act-1948,11,presidency-towns-insolvency-act-1909,49
coal-mines-provident-fund-miscellaneous-provisions-act-1948,11,provincial-insolvency-act-1920,61
coal-mines-provident-fund-miscellaneous-provisions-act-1948,2,coal-mines-provident-fund-miscellaneous-provisions-act-1948,3E
coal-mines-provident-fund-miscellaneous-provisions-act-1948,2,coal-mines-provident-fund-miscellaneous-provisions-act-1948,3G
coal-mines-provident-fund-miscellaneous-provisions-act-1948,3,coal-mines-provident-fund-miscellaneous-provisions-act-1948,3A
coal-mines-provident-fund-miscellaneous-provisions-act-1948,3A,coal-mines-provident-fund-miscellaneous-provisions-act-1948,3E
coal-mines-provident-fund-miscellaneous-provisions-act-1948,3A,coal-mines-provident-fund-miscellaneous-provisions-act-1948,3G
coal-mines-provident-fund-miscellaneous-provisions-act-1948,3B,coal-mines-provident-fund-miscellaneous-provisions-act-1948,3
coal-mines-provident-fund-miscellaneous-provisions-act-1948,3E,coal-mines-provident-fund-miscellaneous-provisions-act-1948,10D
coal-mines-provident-fund-miscellaneous-provisions-act-1948,3E,coal-mines-provident-fund-miscellaneous-provisions-act-1948,3
coal-mines-special-provisions-act-2015,12,coal-mines-special-provisions-act-2015,9
coal-mines-special-provisions-act-2015,18,coal-mines-special-provisions-act-2015,4
coal-mines-special-provisions-act-2015,18,coal-mines-special-provisions-act-2015,5
coal-mines-special-provisions-act-2015,18,coal-mines-special-provisions-act-2015,8
coal-mines-special-provisions-act-2015,19,coal-mines-special-provisions-act-2015,18
coal-mines-special-provisions-act-2015,3,coal-mines-special-provisions-act-2015,2
coal-mines-special-provisions-act-2015,3,coal-mines-special-provisions-act-2015,5
coal-mines-special-provisions-act-2015,3,coal-mines-special-provisions-act-2015,6
coal-mines-special-provisions-act-2015,3,coal-mines-special-provisions-act-2015,7
coal-mines-special-provisions-act-2015,3,coal-mines-special-provisions-act-2015,8
coal-mines-special-provisions-act-2015,3,companies-act,2
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,10
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,12
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,14
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,15
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,16
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,19
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,20
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,4
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,5
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,6
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,8
coal-mines-special-provisions-act-2015,31,coal-mines-special-provisions-act-2015,9
coal-mines-special-provisions-act-2015,4,coal-mines-special-provisions-act-2015,5
coal-mines-special-provisions-act-2015,5,coal-mines-special-provisions-act-2015,4
coal-mines-special-provisions-act-2015,6,coal-mines-special-provisions-act-2015,5
coal-mines-special-provisions-act-2015,8,coal-mines-special-provisions-act-2015,4
coal-mines-special-provisions-act-2015,8,coal-mines-special-provisions-act-2015,5
coal-mines-special-provisions-act-2015,9,coal-mines-special-provisions-act-2015,16
coast-guard-act-1978,104,coast-guard-act-1978,53
coast-guard-act-1978,108,coast-guard-act-1978,107
coast-guard-act-1978,110,coast-guard-act-1978,107
coast-guard-act-1978,111,coast-guard-act-1978,107
coast-guard-act-1978,112,coast-guard-act-1978,110
coast-guard-act-1978,112,coast-guard-act-1978,111
coast-guard-act-1978,113,coast-guard-act-1978,107
coast-guard-act-1978,113,coast-guard-act-1978,110
coast-guard-act-1978,114,coast-guard-act-1978,107
coast-guard-act-1978,114,coast-guard-act-1978,110
coast-guard-act-1978,118,coast-guard-act-1978,117
coast-guard-act-1978,123,coast-guard-act-1978,120
coast-guard-act-1978,123,coast-guard-act-1978,13
coast-guard-act-1978,123,coast-guard-act-1978,57A
coast-guard-act-1978,2,coast-guard-act-1978,115
coast-guard-act-1978,2,coast-guard-act-1978,5
coast-guard-act-1978,2,coast-guard-act-1978,64
coast-guard-act-1978,45,coast-guard-act-1978,15
coast-guard-act-1978,45,coast-guard-act-1978,44
coast-guard-act-1978,46,coast-guard-act-1978,15
coast-guard-act-1978,46,coast-guard-act-1978,44
coast-guard-act-1978,47,coast-guard-act-1978,17
coast-guard-act-1978,48,coast-guard-act-1978,17
coast-guard-act-1978,49,coast-guard-act-1978,50
coast-guard-act-1978,54,coast-guard-act-1978,15
coast-guard-act-1978,54,coast-guard-act-1978,48
coast-guard-act-1978,54,coast-guard-act-1978,53
coast-guard-act-1978,55,coast-guard-act-1978,53
coast-guard-act-1978,55,coast-guard-act-1978,58
coast-guard-act-1978,56,coast-guard-act-1978,57
coast-guard-act-1978,56,coast-guard-act-1978,57A
coast-guard-act-1978,57,coast-guard-act-1978,58
coast-guard-act-1978,63,coast-guard-act-1978,57
coast-guard-act-1978,63,coast-guard-act-1978,59
coast-guard-act-1978,68,coast-guard-act-1978,57
coast-guard-act-1978,72,coast-guard-act-1978,71
coast-guard-act-1978,75,coast-guard-act-1978,73
coast-guard-act-1978,79,coast-guard-act-1978,73
coast-guard-act-1978,80,coast-guard-act-1978,79
coast-guard-act-1978,80,iea,123
coast-guard-act-1978,80,iea,124
coast-guard-act-1978,82,coast-guard-act-1978,81
coast-guard-act-1978,87,coast-guard-act-1978,57
coast-guard-act-1978,87,coast-guard-act-1978,57A
coast-guard-act-1978,89,coast-guard-act-1978,88
coast-guard-act-1978,90,coast-guard-act-1978,89
coast-guard-act-1978,91,coast-guard-act-1978,88
coast-guard-act-1978,91,coast-guard-act-1978,89
coast-guard-act-1978,92,coast-guard-act-1978,88
coast-guard-act-1978,95,ipc,193
coast-guard-act-1978,95,ipc,228
coastal-aquaculture-authority-act-2005,1,coastal-aquaculture-authority-act-2005,27
coastal-aquaculture-authority-act-2005,11,coastal-aquaculture-authority-act-2005,3
coastal-aquaculture-authority-act-2005,13,coastal-aquaculture-authority-act-2005,11
coastal-aquaculture-authority-act-2005,14,coastal-aquaculture-authority-act-2005,13
coastal-aquaculture-authority-act-2005,15,coastal-aquaculture-authority-act-2005,14
coastal-aquaculture-authority-act-2005,2,coastal-aquaculture-authority-act-2005,4
coastal-aquaculture-authority-act-2005,24,coastal-aquaculture-authority-act-2005,11
coastal-aquaculture-authority-act-2005,24,coastal-aquaculture-authority-act-2005,12
coastal-aquaculture-authority-act-2005,24,coastal-aquaculture-authority-act-2005,13
coastal-aquaculture-authority-act-2005,24,coastal-aquaculture-authority-act-2005,18
coastal-aquaculture-authority-act-2005,24,coastal-aquaculture-authority-act-2005,19
coastal-aquaculture-authority-act-2005,24,coastal-aquaculture-authority-act-2005,20
coastal-aquaculture-authority-act-2005,24,coastal-aquaculture-authority-act-2005,3
coastal-aquaculture-authority-act-2005,24,coastal-aquaculture-authority-act-2005,4
coastal-aquaculture-authority-act-2005,25,coastal-aquaculture-authority-act-2005,11
coastal-aquaculture-authority-act-2005,25,coastal-aquaculture-authority-act-2005,13
coastal-aquaculture-authority-act-2005,25,coastal-aquaculture-authority-act-2005,7
coastal-aquaculture-authority-act-2005,25,coastal-aquaculture-authority-act-2005,9
coastal-aquaculture-authority-act-2005,27,environment-protection-act-1986-chandigarh-1986-2,3
coastal-aquaculture-authority-act-2005,6,coastal-aquaculture-authority-act-2005,4
coastal-shipping-act-2025,12,coastal-shipping-act-2025,11
coastal-shipping-act-2025,13,coastal-shipping-act-2025,11
coastal-shipping-act-2025,15,coastal-shipping-act-2025,29
coastal-shipping-act-2025,15,coastal-shipping-act-2025,3
coastal-shipping-act-2025,16,coastal-shipping-act-2025,29
coastal-shipping-act-2025,16,coastal-shipping-act-2025,5
coastal-shipping-act-2025,17,coastal-shipping-act-2025,11
coastal-shipping-act-2025,17,coastal-shipping-act-2025,29
coastal-shipping-act-2025,18,coastal-shipping-act-2025,29
coastal-shipping-act-2025,18,coastal-shipping-act-2025,35
coastal-shipping-act-2025,19,coastal-shipping-act-2025,29
coastal-shipping-act-2025,2,coastal-shipping-act-2025,11
coastal-shipping-act-2025,2,coastal-shipping-act-2025,4
coastal-shipping-act-2025,2,coastal-shipping-act-2025,8
coastal-shipping-act-2025,2,coastal-shipping-act-2025,9
coastal-shipping-act-2025,20,coastal-shipping-act-2025,29
coastal-shipping-act-2025,21,coastal-shipping-act-2025,6
coastal-shipping-act-2025,22,coastal-shipping-act-2025,11
coastal-shipping-act-2025,22,coastal-shipping-act-2025,29
coastal-shipping-act-2025,22,coastal-shipping-act-2025,4
coastal-shipping-act-2025,23,coastal-shipping-act-2025,29
coastal-shipping-act-2025,23,coastal-shipping-act-2025,35
coastal-shipping-act-2025,24,coastal-shipping-act-2025,29
coastal-shipping-act-2025,26,coastal-shipping-act-2025,15
coastal-shipping-act-2025,26,coastal-shipping-act-2025,20
coastal-shipping-act-2025,27,bnss,23
coastal-shipping-act-2025,3,coastal-shipping-act-2025,4
coastal-shipping-act-2025,30,coastal-shipping-act-2025,21
coastal-shipping-act-2025,30,coastal-shipping-act-2025,25
coastal-shipping-act-2025,37,coastal-shipping-act-2025,11
coastal-shipping-act-2025,39,coastal-shipping-act-2025,11
coastal-shipping-act-2025,39,coastal-shipping-act-2025,12
coastal-shipping-act-2025,39,coastal-shipping-act-2025,26
coastal-shipping-act-2025,39,coastal-shipping-act-2025,30
coastal-shipping-act-2025,39,coastal-shipping-act-2025,31
coastal-shipping-act-2025,39,coastal-shipping-act-2025,35
coastal-shipping-act-2025,39,coastal-shipping-act-2025,4
coastal-shipping-act-2025,39,coastal-shipping-act-2025,5
coastal-shipping-act-2025,39,coastal-shipping-act-2025,6
coastal-shipping-act-2025,39,coastal-shipping-act-2025,8
coastal-shipping-act-2025,39,coastal-shipping-act-2025,9
coastal-shipping-act-2025,4,coastal-shipping-act-2025,8
coastal-shipping-act-2025,42,general-clauses-act,6
coastal-shipping-act-2025,5,coastal-shipping-act-2025,35
coastal-shipping-act-2025,5,coastal-shipping-act-2025,4
coastal-shipping-act-2025,7,coastal-shipping-act-2025,4
coastal-shipping-act-2025,8,inland-waterways-authority-india-act-1985,3
coastal-shipping-act-2025,9,coastal-shipping-act-2025,4
coastal-shipping-act-2025,9,coastal-shipping-act-2025,5
coastal-shipping-act-2025,9,coastal-shipping-act-2025,6
coconut-development-board-act-1979,13,coconut-development-board-act-1979,10
coconut-development-board-act-1979,13,coconut-development-board-act-1979,14
coconut-development-board-act-1979,19,coconut-development-board-act-1979,10
coconut-development-board-act-1979,19,coconut-development-board-act-1979,11
coconut-development-board-act-1979,19,coconut-development-board-act-1979,15
coconut-development-board-act-1979,19,coconut-development-board-act-1979,17
coconut-development-board-act-1979,19,coconut-development-board-act-1979,4
coconut-development-board-act-1979,19,coconut-development-board-act-1979,7
coconut-development-board-act-1979,19,coconut-development-board-act-1979,8
coconut-development-board-act-1979,20,coconut-development-board-act-1979,4
coconut-development-board-act-1979,20,coconut-development-board-act-1979,7
coconut-development-board-act-1979,3,coconut-development-board-act-1979,4
coconut-development-board-act-1979,3,coconut-development-board-act-1979,7
coconut-development-board-act-1979,4,coir-industry-act-1953,4
coconut-development-board-act-1979,7,coconut-development-board-act-1979,9
code-on-social-security-2020,101,code-on-social-security-2020,100
code-on-social-security-2020,103,code-on-social-security-2020,100
code-on-social-security-2020,103,code-on-social-security-2020,123
code-on-social-security-2020,104,code-on-social-security-2020,103
code-on-social-security-2020,105,code-on-social-security-2020,103
code-on-social-security-2020,105,code-on-social-security-2020,104
code-on-social-security-2020,107,code-on-social-security-2020,106
code-on-social-security-2020,108,code-on-social-security-2020,100
code-on-social-security-2020,108,code-on-social-security-2020,7
code-on-social-security-2020,110,code-on-social-security-2020,109
code-on-social-security-2020,113,code-on-social-security-2020,142
code-on-social-security-2020,114,code-on-social-security-2020,141
code-on-social-security-2020,114,code-on-social-security-2020,6
code-on-social-security-2020,122,ipc,176
code-on-social-security-2020,125,ipc,196
code-on-social-security-2020,126,code-on-social-security-2020,125
code-on-social-security-2020,129,code-on-social-security-2020,130
code-on-social-security-2020,129,code-on-social-security-2020,132
code-on-social-security-2020,130,code-on-social-security-2020,129
code-on-social-security-2020,131,code-on-social-security-2020,129
code-on-social-security-2020,131,code-on-social-security-2020,132
code-on-social-security-2020,132,code-on-social-security-2020,129
code-on-social-security-2020,133,code-on-social-security-2020,143
code-on-social-security-2020,140,code-on-social-security-2020,139
code-on-social-security-2020,141,code-on-social-security-2020,109
code-on-social-security-2020,141,code-on-social-security-2020,114
code-on-social-security-2020,142,code-on-social-security-2020,2
code-on-social-security-2020,142,code-on-social-security-2020,3
code-on-social-security-2020,146,ipc,21
code-on-social-security-2020,149,code-on-social-security-2020,12
code-on-social-security-2020,153,code-on-social-security-2020,164
code-on-social-security-2020,153,code-on-social-security-2020,4
code-on-social-security-2020,153,code-on-social-security-2020,5
code-on-social-security-2020,153,code-on-social-security-2020,7
code-on-social-security-2020,154,code-on-social-security-2020,101
code-on-social-security-2020,154,code-on-social-security-2020,105
code-on-social-security-2020,154,code-on-social-security-2020,120
code-on-social-security-2020,154,code-on-social-security-2020,121
code-on-social-security-2020,154,code-on-social-security-2020,122
code-on-social-security-2020,154,code-on-social-security-2020,123
code-on-social-security-2020,154,code-on-social-security-2020,138
code-on-social-security-2020,154,code-on-social-security-2020,139
code-on-social-security-2020,154,code-on-social-security-2020,143
code-on-social-security-2020,154,code-on-social-security-2020,148
code-on-social-security-2020,154,code-on-social-security-2020,37
code-on-social-security-2020,154,code-on-social-security-2020,51
code-on-social-security-2020,154,code-on-social-security-2020,53
code-on-social-security-2020,154,code-on-social-security-2020,55
code-on-social-security-2020,154,code-on-social-security-2020,56
code-on-social-security-2020,154,code-on-social-security-2020,57
code-on-social-security-2020,154,code-on-social-security-2020,58
code-on-social-security-2020,154,code-on-social-security-2020,7
code-on-social-security-2020,154,code-on-social-security-2020,72
code-on-social-security-2020,154,code-on-social-security-2020,82
code-on-social-security-2020,154,code-on-social-security-2020,89
code-on-social-security-2020,154,code-on-social-security-2020,91
