id,short_title,long_title,act_number,act_year,enact_date,enforcement_date,jurisdiction,ministry,department,section_count,in_force,unit
post-office-act-2023,"The Post Office Act, 2023",An Act to consolidate and amend the law relating to Post Office in India and to provide for matters connected therewith or incidental thereto.,43,2023,2023-12-24,2024-06-18,CENTRAL,Ministry of Communications,Department of Posts,16,1,section
post-office-cash-certificates-act-1917,"The Post Office Cash Certificates Act, 1917",An Act to restrict the transfer of Post Office 5-Year Cash Certificates and to provide for the payment of Certificates standing in the name of deceased persons.,18,1917,1917-09-19,1917-09-19,CENTRAL,Ministry of Communications,Department of Posts,3,1,section
powers-of-attorney-act-1882,"The Powers-of Attorney Act, 1882",An Act to define and amend the law relating to Easements and Licenses.,7,1882,1882-02-17,1882-07-01,CENTRAL,Ministry of Law and Justice,Legislative Department,7,1,section
pragyan-international-university-act-2016,"The Pragyan International University Act, 2016",,11,2016,2016-05-13,,Jharkhand,,"Higher Technical Education and Skill Development Department, Government of Jharkhand",46,1,section
prasar-bharati-broadcasting-corporation-india-act-1990,"The Prasar Bharati (Broadcasting Corporation of India) Act, 1990","An Act to provide for the establishment of a Broadcasting Corporation for India, to be known as Prasar Bharati, to define its composition, functions and powers and to provide for matters connected therewith or incidental thereto.",25,1990,1990-09-12,1997-09-15,CENTRAL,Ministry of Information and Broadcasting,,37,1,section
pre-conception-pre-natal-diagnostic-techniques-prohibition-sex-selection-act,"The Pre-conception and Pre-natal Diagnostic Techniques (Prohibition of Sex Selection) Act, 1994","An Act to provide for the prohibition of sex selection, before or after conception, and for regulation of pre-natal diagnostic techniques for the purposes of detecting genetic abnormalities or metabolic disorders or chromosomal abnormalities or certain congenital malformations or sex-linked disorders and for the prevention of their misuse for sex determination leading to female foeticide and for matters connected therewith or incidental thereto.",57,1994,1994-09-20,1996-01-01,CENTRAL,Ministry of Health and Family Welfare,Department of Health and Family Welfare,39,1,section
pre-conception-pre-natal-diagnostic-techniques-prohibition-sex-selection-act-chandigarh,The Pre-conception and Pre-natal Diagnostic Techniques ( Prohibition of Sex Selection) Act 1994,,57,1994,1994-09-20,,Chandigarh,,"Director Health & Family Welfare-cum-Mission, National Health Mission",2,1,section
preference-shares-regulation-dividends-act-1960,"The Preference Shares (Regulation of Dividends) Act, 1960",An Act to regulate dividends on preference shares of certain companies.,63,1960,1960-12-28,1960-12-28,CENTRAL,Ministry of Corporate Affairs,,8,1,section
presidency-small-cause-courts-act-1882,"The Presidency Small Cause Courts Act, 1882",An Act to consolidate and amend the law relating to the Courts of Small Causes established in the Presidency-towns.,15,1882,1882-03-17,1882-07-01,CENTRAL,Ministry of Law and Justice,Department of Justice,100,1,section
presidency-towns-insolvency-act-1909,"The Presidency-Towns Insolvency Act, 1909",An Act to amend the Law of Insolvency in the Presidency towns ***,3,1909,1909-03-12,1909-03-12,CENTRAL,Ministry of Corporate Affairs,,130,1,section
president-discharge-functions-act-1969,"The President (Discharge of Functions) Act, 1969",An Act to provide for the discharge of the functions of the President in certain contingencies.,16,1969,1969-05-28,1969-05-28,CENTRAL,Ministry of Home Affairs,Department of Home,3,1,section
president-s-emoluments-pension-act-1951,"The President's Emoluments and Pension Act, 1951",An act to provide for the emoluments of the President and for pensions to retiring Presidents.,30,1951,1951-05-13,1951-05-13,CENTRAL,Ministry of Home Affairs,Department of Home,9,1,section
presidential-vice-presidential-elections-act-1952,"The Presidential and Vice-Presidential Elections Act, 1952",An Act to regulate certain matters relating to or connected with elections to the offices of President and Vice-President of India.,31,1952,1952-03-14,1952-03-14,CENTRAL,Ministry of Law and Justice,Legislative Department,30,1,section
press-council-act-1978,"The Press Council Act, 1978",An Act to establish a Press Council for the purpose of preserving the freedom of the Press and of maintaining and improving the standards of newspapers and news agencies in India.,37,1978,1978-09-07,1978-09-07,CENTRAL,Ministry of Information and Broadcasting,,27,1,section
press-registration-periodicals-act-2023,"The Press and Registration of Periodicals Act, 2023","An Act to provide for press, registration of periodicals and for matters connected therewith or incidental thereto",51,2023,2023-12-28,2024-03-01,CENTRAL,Ministry of Information and Broadcasting,,22,1,section
prevention-blackmarketing-maintenance-supplies-essential-commodities-act-1980,"The Prevention of Blackmarketing and Maintenance of Supplies of Essential Commodities Act, 1980",An Act to provide for detention in certain cases for the purpose of prevention of blackmarketing and maintenance of supplies of commodities essential to the community and for matters connected therewith.,7,1980,1980-02-12,1979-10-15,CENTRAL,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Consumer Affairs,17,1,section
prevention-control-infectious-contagious-diseases-animals-act-2009,"The Prevention and Control of Infectious and Contagious Diseases in Animals Act, 2009","An Act to provide for the prevention, control and eradication of infectious and contagious diseases affecting animals, for prevention of outbreak or spreading of such diseases from one State to another, and to meet the international obligations of India for facilitating import and export of animals and animal products and for matters connected therewith or incidental thereto.",27,2009,2009-03-20,2009-08-25,CENTRAL,Ministry of Agriculture and Farmers Welfare,Department of Animal Husbandry and Dairying,49,1,section
prevention-corruption-act-1988,"The Prevention of Corruption Act, 1988",,49,1988,1988-09-09,,Chandigarh,,Home (judicial),1,1,section
prevention-cruelty-animals-act-1960,"The Prevention of Cruelty to Animals Act, 1960",An Act to prevent the infliction of unnecessary pain or suffering on animals and for that purpose to amend the law relating to the prevention of cruelty to animals.,59,1960,1960-12-26,1961-04-01,CENTRAL,Ministry of Agriculture and Farmers Welfare,Department of Animal Husbandry and Dairying,44,1,section
prevention-damage-public-property-act-1984,"The Prevention of Damage to Public Property Act, 1984",An Act to provide for prevention of damage to public property and for matters connected therewith.,3,1984,1984-03-16,1984-01-28,CENTRAL,Ministry of Home Affairs,Department of Internal Security,7,1,section
prevention-disqualification-members-legislative-assembly-meghalaya-act-act,The Prevention of Disqualification (Members of the Legislative Assembly of Meghalaya Act) Act No.1 of 1970,"An Act to declare certain offices of profit not to disqualify their holders for being chosen as, and for being, members of the Legislative Assembly of Meghalaya.",1,1970,1970-05-06,,Meghalaya,Meghalaya Law Department,Law Department,3,1,section
prevention-disqualification-members-legislative-assembly-meghalaya-act-no,The Prevention Of Disqualification (Members Of The Legislative Assembly Of Meghalaya) Act No 3 1972,"An Act to declare certain offices of profit not to disqualify their holders for being chosen as , and for being, members of the Legislative Assembly of Meghalaya.",3,1972,1972-04-23,1972-01-21,Meghalaya,Meghalaya Law Department,Law Department,3,1,section
prevention-illicit-traffic-narcotic-drugs-psychotropic-substances-act,"The Prevention of Illicit Traffic in Narcotic Drugs and Psychotropic Substances Act, 1988",An Act to provide for detention in certain cases for the purpose of preventing illicit traffic in narcotic drugs and psychotropic substances and for matters connected therewith.,46,1988,1988-09-06,1988-07-04,CENTRAL,Ministry of Finance,Department of Revenue,16,1,section
prevention-insults-national-honour-act-1971,"The Prevention of Insults to National Honour Act, 1971",An Act to prevent insults to national honour.,69,1971,1971-12-23,1971-12-23,CENTRAL,Ministry of Home Affairs,Department of Home,4,1,section
prevention-ribbon-development-act-2007-1950-d,"The Prevention of Ribbon Development Act, 2007 (1950 a . D.)",An Act to regulate erection of buildings alongside public roads.,26,2007,2007-04-23,2007-04-23,Jammu and Kashmir,,Housing and Urban Development,10,1,section
prevention-rum-rasum-act-1997-1947-d,"The Prevention of Rum Rasum Act, 1997 (1947 A.d.)",An Act for the prevention of Rum Rasum.,1,1997,1940-03-28,1997-04-31,Jammu and Kashmir,,Finance,5,1,section
