kind,title,year,jurisdiction,ministry,act,act_title
rule,"GSR 339 The Passports (Second Amendment) Rules, 2018 (06.04.2018)",2018,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,GSR 349(E) Enhancement of minimum penalty of Rs.50 to Rs. 250 for ticket less travelling,2004,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 352 The Indian railways (Open Lines) General ( Second Amendment) Rules 1983,1983,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 362 (E) Railway Passengers (Cancellation of ticket and refund of fare) Amendment Rules 2013,2013,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 39 The Passports (First Amendment) Rules, 2018 (11.01.2018)",2018,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 394(E) Indian Railways (Open Lines) General ( Amendment) Rules, 2002",2002,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 397 dt 24.5.2011 the CAT (Salaries and Allowances and other terms and conditions of service of the Chairperson and other Members) Amendment Rules, 2011",2011,CENTRAL,Ministry of Corporate Affairs,competition-act,"The Competition Act, 2002"
rule,"GSR 410 The Passports (Amendment) Rules, 2017 (26.04.2017)",2017,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,GSR 417 Corrigendum to GSR 879 (29.05.2002),2002,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 437(E), dated 21/04/2016 - National Green Tribunal (Recruitment, Salaries and other Terms and Conditions of Service of Officers and other Employees) (Amendment)Rules, 2016",2016,CENTRAL,"Ministry of Environment, Forest and Climate Change",national-green-tribunal-act-2010,"The National Green Tribunal Act, 2010"
rule,"GSR 44 (E) The Railways (Opening for Public Carriage of Passengers) (Amendment ) Rules, 2005",2005,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 440 (E), dated 11/06/2012 - National Green Tribunal (Recruitment, Salaries and other Terms and Conditions of Service of Officers and other Employees) Amendment Rules, 2012",2012,CENTRAL,"Ministry of Environment, Forest and Climate Change",national-green-tribunal-act-2010,"The National Green Tribunal Act, 2010"
rule,"GSR 458 (E), dated 17/06/2011 - National Green Tribunal (Recruitment, Salaries and other Terms and Conditions of Service of Officers and other Employees) Rules, 2011",2011,CENTRAL,"Ministry of Environment, Forest and Climate Change",national-green-tribunal-act-2010,"The National Green Tribunal Act, 2010"
rule,"GSR 47 Indian Railways (Open Lines) General ( Amendment) Rules, 1999",1999,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 476 (E) Indian Railways (Open Lines) General ( Second Amendment) Rules, 2006",2006,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 476 E The Indian railways (Open Lines) General (Amendment) Rules 1984,1984,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 477 (E) Indian Railways (Open Lines) General (Third Amendment) Rules, 2006",2006,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 484(E), dated 05/05/2016 - National Green Tribunal (Recruitment, Salaries and other Terms and Conditions of Service of Officers and other Employees) (Amendment)Rules, 2016",2016,CENTRAL,"Ministry of Environment, Forest and Climate Change",national-green-tribunal-act-2010,"The National Green Tribunal Act, 2010"
rule,GSR 5 and 64 Railway (Notices of and inquiries into accidents ) Rules - 1998,1998,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 50 Corrigendum to The Passports Rules, 1980 (07.02.1981)",1981,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,GSR 514E Indian Railways Open Line s) General (Third Amendment) Rules 1983.,1983,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 526 Railway (Notices of and inquiries into accidents ) Rules - 1998,2013,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 527 The Passports (Amendment) Rules, 2001 (09.07.2001)",2001,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 550 (E) The Railways (Punitive charges for overloading of wagon) (Amendment) Rules, 2015",2015,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 556 (E), dated 11/07/2012 - National Green Tribunal (Manner of Appointment of Judicial and Expert Members, Salaries, Allowances and other Terms and Conditions of Service of Chairperson and other Members and Procedure for Enquiry) Amendment Rules, 2012.",2012,CENTRAL,"Ministry of Environment, Forest and Climate Change",national-green-tribunal-act-2010,"The National Green Tribunal Act, 2010"
rule,"GSR 560 (E) The Railways (Punitive charges for overloading of wagon) (Amendment) Rules, 2020",2020,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 566 (E) The Railways (Punitive charges for overloading of wagon) (Second Amendment) Rules, 2020",2020,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 570 (E) The Railways (Punitive charges for overloading of wagon) Rules, 2012",2012,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 581(E) Indian Railways (Open Lines) General ( Second Amendment) Rules, 2000",2000,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 584E Corrigendum in page 3 para 30 of GSR 473E dated 22 June 2000,2000,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,GSR 592(E) Railway Accidents (Compensation) Amendment rules 1994,1994,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 600 (E). These rules may be called the Environment (Protection) Seventh Amendment Rules, 2008.",2008,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"GSR 607(E) - Energy Conservation (Minimum Qualification for Energy Auditors, Energy Auditors (Building) and Energy Managers) Rules, 2020",2020,CENTRAL,Ministry of Power,energy-conservation-act-2001,"The Energy Conservation Act, 2001"
rule,"GSR 622 The Passports (1st Amendment) Rules, 1990 (27.06.1990)",1990,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 625 (E) The Railways (Opening for Public Carriage of Passengers) Rules, 2000",2000,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 632 regarding Corrigendum to GSR 485 (29.06.2000),2000,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,GSR 646 (E) Railway Passengers (Manner of Investigation of Untoward Incidents) Rules 2003.,2003,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 684 The Passports (2nd Amendment) Rules, 1992 (15.06.1992)",1992,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 691 The Passports Rules, 1980 (11.12.1980)",1980,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 694(E) Indian Railways (Open Lines) General (Second Amendment) Rules, 2007",2007,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 70 Dt 4.2.2015 (Terms and Condition of Service of Chairperson and Members CCI ) Amendment Rules 2015,2015,CENTRAL,Ministry of Corporate Affairs,competition-act,"The Competition Act, 2002"
rule,"GSR 704 (E) Calcutta Metro Rail General ( Amendment) Rules, 2011",2011,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 704(E) Passengers (Change of Names) Amendment Rules 1997,1997,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 705 (E) Indian Railways (Open Lines) General ( Amendment) Rules, 2011",2011,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 708 (E) Indian Railways (Open Lines) General ( Second Amendment) Rules, 2000",2000,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 733 regarding Corrigendum to GSR 603 (28.11.2007),2007,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,GSR 75 Railway Servants (Hours of Employment) Rules 1961,2005,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 76 (E) The Railways (Opening for Public Carriage of Passengers) (CORRIGENDUM) Rules, 2005",2005,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 762 (E) The (Railways Opening for Public Carriage of Passengers) Amendment Rules, 2001",2001,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 765 (E) Dedicated Freight Corridor Railway General Rules, 2018.",2018,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 775 (E) Indian Railways (Open Lines) General ( Amendment) Rules, 2014",2014,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 83 Indian Railways (Open Lines) General ( Amendment) Rules, 1996",1996,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 833 The Passports (Amendment) Rules, 1994 (02.12.1994)",1994,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,GSR 836(E) Railway Passengers(Cancellation of Ticket an Refund of Fare) Rules 2015,2015,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 842(E) Indian Railways (Open Lines) General ( Amendment) Rules, 2002",2002,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 847(E) Indian Railways (Open Lines) General ( Amendment) Rules, 2008",2008,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 848 (E) Indian Railways (Open Lines) General ( Amendment) Rules, 2009",2009,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 852 (E) Corrigendum to GSR 581(E),2001,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 893(E) Indian Railways (Open Lines) General ( Third Amendment) Rules, 2000",2000,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 898 (E) The Railways (Punitive charges for overloading of wagon) (Amendment) Rules, 2012",2012,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 90(E) Railways (Extent of Monetary Liability and Prescription of Percentage Charge) Amendment Rules, 1991",1991,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 900 (E) Indian Railways (Open Lines) General ( Amendment) Rules, 2010",2010,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 901(E), Disposal of consignment Rules, 1990",1999,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 913 (E) Indian Railways (Open Lines) General ( Fourth Amendment) Rules, 2000",2000,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 927 (E), dated 26/11/2010 - National Green Tribunal (Manner of Appointment of Judicial and Expert Members Salaries, Allowances and other Terms and Conditions of Service of Chairperson and other Members and Procedure for Inquiry) Rules, 2010.",2010,CENTRAL,"Ministry of Environment, Forest and Climate Change",national-green-tribunal-act-2010,"The National Green Tribunal Act, 2010"
rule,"GSR 93 The Passports (Second Amendment) Rules, 2009 (26.06.2009)",2009,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 933(E)dated 18.12.2019 The Passports (Amendment) Rules, 2019",2019,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 942(E), Manner of Giving Open Delivery and Prescription of Partial Delivery Certificate Form Rules, 1990",1990,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 945 (E) The Railways (Opening for Public Carriage of Passengers) Amendment Rules, 2018.",2018,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 984(E) Corrigendum to Cessation of Responsibility (after termination of Transit) Rules, 1990",1990,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR No. 262 (E) dated 21/03/2018,2018,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"GSR No. 496(E) Prevention of Cruelty to Animals (Dog Breeding and Marketing) Rules, 2017",2017,CENTRAL,Ministry of Agriculture and Farmers Welfare,prevention-cruelty-animals-act-1960,"The Prevention of Cruelty to Animals Act, 1960"
rule,GSR No. 526(E) dated 25.07.2019,2019,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,GSR-120 NSG (Group-'A' Post),2010,CENTRAL,Ministry of Home Affairs,national-security-guard-act-1986,"The National Security Guard Act, 1986"
rule,GSR-422 NSG (Group-'C' Post),2004,CENTRAL,Ministry of Home Affairs,national-security-guard-act-1986,"The National Security Guard Act, 1986"
rule,GSR-53 NSG (Group-'B' Post) Non Gazetted,2003,CENTRAL,Ministry of Home Affairs,national-security-guard-act-1986,"The National Security Guard Act, 1986"
rule,GSR-67 NSG (Group-'B' Post) Non Gazetted (Amendment),2010,CENTRAL,Ministry of Home Affairs,national-security-guard-act-1986,"The National Security Guard Act, 1986"
rule,GSR-9 NSG (Group-B Post),1999,CENTRAL,Ministry of Home Affairs,national-security-guard-act-1986,"The National Security Guard Act, 1986"
rule,"GSR. 752(E) These rules may be called the Environment Protection) Eighth Amendment Rules, 2008.",2008,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"GSR.266E)—Environment (Protection) (Second Amendment) Rules, 2012.",2012,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"GSR.315 (E) These rules may. be called the Environment (Protection) Second Amendment Rules, 2005",2005,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"GSR.458 Dt.4.6.2015 (terms and conditions of service of the Secretary and officers and other employees of the CCI) Amendment Rules, 2015",2015,CENTRAL,Ministry of Corporate Affairs,competition-act,"The Competition Act, 2002"
rule,"GSR.763(E), Cessation of Responsibility (after termination of Transit) Rules, 1990",1990,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
